smiles,selfies,reward,eint_pred
O,[Ring1][=Branch1][O],-403.88739930249227,70.09694999999981
N[O-],[N][O-1][Br][=Branch1][Ring1][O-1][Br][#N][F][O][=O][N][Branch1][Ring1],-403.88739930249227,70.09694999999981
O,[O],-403.88739930249227,70.09694999999981
O[SiH3],[SiH3][O],-403.88739930249227,70.09694999999981
N[O-],[N][O-1][=Branch1][Branch1][SiH3][O][Ring2][#N][O][Branch1][Br][Branch1][Br][SiH3],-403.88739930249227,70.09694999999981
O=C=C[SiH3],[Ring2][C][=Branch1][Ring1][=C][SiH3][=O][=N+1][Branch1][O-1][O][=O][O][O-1][O-1][Ring1][Br][Cl][=O][Br][F][O][Ring2][=N+1],-403.88739930249227,70.09694999999981
[N+][O-],[O-1][=N+1][Ring1][O],-403.88739930249227,70.09694999999981
C=O,[Ring2][C][=O][Ring2][=O][Branch1][=O][Ring1][Ring1][SiH3][SiH3][Ring2][F],-403.88739930249227,70.09694999999981
[N+]=O,[=N+1][=O][=C][#N][F][Ring1][O][=N+1][Ring2][=Branch1][Br][#N][=C][#N][#N][=C][=N+1][O-1][F][Ring1][=Branch1][#N][Br][Branch1][O-1][Ring2][#N][=C][O][=O][C][N][#N][Ring2][SiH3][Branch1][Branch1],-403.88739930249227,70.09694999999981
[O-][SiH3],[SiH3][O-1][#N][=Branch1][O][#N][O][O-1][#N][O-1][Ring2][O][Cl][=O][Ring2][Branch1][Cl][SiH3][=C][=Branch1][#N][Branch1][Branch1][Ring1][O-1][N],-403.88739930249227,70.09694999999981
[O-][O-],[O-1][O-1][Ring2][Ring2][C][=Branch1][Ring2][SiH3][F][Cl][O-1][SiH3][Ring2][=C][O-1][Cl][Cl][C][O][Cl][Ring2][=Branch1][#N][F][Ring2][=Branch1][=C][Ring1][Ring1][Ring1][F][=N+1][=C][C][=N+1][Branch1][SiH3][C][Ring1][=C][O][C],-403.88739930249227,70.09694999999981
[O-],[O-1][Ring2][O][N][F][O-1][Branch1][O-1][=C][#N][=C][=N+1][#N][SiH3][=O][Ring2],-403.88739930249227,70.09694999999981
[N+]=[N+]=N,[=N+1][=N+1][#N][Ring1][O-1][N][Br][Branch1][=Branch1],-403.88739930249227,70.09694999999981
C=C=N,[=C][C][Ring2][Branch1][F][#N],-403.88739930249227,70.09694999999981
OF,[O][F][N][=C][=C][F][=C][Ring2][C][Ring2][Ring1][Cl][Cl],-403.88739930249227,70.09694999999981
O,[=O][Ring1][O][Ring2][SiH3][=Branch1][=C][Br][O][#N][Ring1][=C][O-1][Ring2][=N+1][F][=C][O-1][Branch1][Br][=C][O][SiH3][N][=O][Ring1],-403.88739930249227,70.09694999999981
[O-]O[O-],[O-1][=O][O-1][N][F][Br][Cl][O-1][Ring2][=C][SiH3],-403.88739930249227,70.09694999999981
NF,[#N][F][Cl][Br][SiH3][=O][=N+1][Branch1][F][=Branch1][=C][F][Ring2][O-1][Ring1][=N+1][=Branch1][N][=Branch1][Br][=N+1][Br][=C][O][=Branch1][#N][N][O][Branch1][O-1][Br][O-1][=C][Ring2][O-1][Ring1][Cl][=Branch1][F][=C][Cl][=N+1][Cl][Branch1][N],-403.88739930249227,70.09694999999981
C=O,[=Branch1][C][=O][=C][SiH3][Cl][Br][Branch1][Ring2][O][Ring2][N][Ring1][=O][#N][N][O][O][C][O-1][=Branch1][#N][F][Ring1][Ring1][Ring1][#N][O-1][Cl][=N+1][=C][N][O-1][O-1][#N][F][Branch1][O-1][=O][Ring2][Ring2][=Branch1][Cl][Ring1],-403.88739930249227,70.09694999999981
C,[=C],-403.88739930249227,70.09694999999981
F,[F][Ring2][N][=N+1],-403.88739930249227,70.09694999999981
[N+]NF,[=N+1][N][F][=N+1][=N+1][Cl][#N][O-1][#N][F][O][=N+1][=C][=N+1][=Branch1][SiH3][=N+1][Br][O-1][O][=C][SiH3][=N+1][Cl][=Branch1][N][=N+1][=O][=Branch1][F][Ring2][Branch1][Br][=O][Cl][=Branch1][Ring2],-403.88739930249227,70.09694999999981
CF,[Ring2][Ring1][C][Ring2][Branch1][=O][Ring2][Br][=Branch1][F][N][N][O][Ring2][Branch1][Cl][Ring1][#N][Br][Br][O][F][=Branch1][Cl][#N][C][Ring2][=C][O][=N+1][SiH3][F][=C][F][=Branch1][=O][N][O-1][F][O-1][Cl][Ring2][=C][=C][Cl][C][Ring2][=N+1],-403.88739930249227,70.09694999999981
N=O,[N][=O][=C][Cl][N][N][O][=C][=Branch1][=C][=Branch1][O-1][=O][O-1][O-1][#N][Ring2][=C][=Branch1][N][Ring2][N][=Branch1][=O][=Branch1][=Branch1][=Branch1],-403.88739930249227,70.09694999999981
O=[N+]=O,[O][=N+1][=O][#N][Cl][=O][F][N][O][Ring1][=Branch1][=N+1][Br][=C][SiH3][=N+1][Ring1][Ring2][=C][Branch1][Branch1][#N][Ring1][SiH3][#N][SiH3],-403.88739930249227,70.09694999999981
C=[N+]=O,[C][=N+1][O][Ring2][SiH3][O-1][Cl][Ring2][=O][O][O-1][O-1][=Branch1][Cl][O-1][O-1][Cl][=N+1],-403.88739930249227,70.09694999999981
Cl,[Cl][Ring2][SiH3][Ring1][F][#N][O-1][=O][=O][Cl][SiH3],-403.88739930249227,70.09694999999981
OF,[=O][F][=N+1][SiH3][F][=O][Ring1][=N+1][=Branch1][O][Br][=C][Br][O][=N+1][Br][Cl][C][=C][O-1][Cl][Br],-403.88739930249227,70.09694999999981
[N+]F,[=N+1][F][Branch1][Br][=C][=O],-403.88739930249227,70.09694999999981
N[O-],[#N][O-1][O][SiH3][O][Cl][Ring1][N],-403.88739930249227,70.09694999999981
C=O,[=C][O][Ring1][Ring1][Br][=O][#N][Ring2][Br][=C][Br][N][SiH3][Cl][C][F][O-1][#N][C][=C][C][O][=C][O-1][=N+1][O-1],-403.88739930249227,70.09694999999981
[N+]Cl,[=N+1][Cl][Cl][O-1][N][N][Br][Cl],-403.88739930249227,70.09694999999981
[O-]O,[=O][Ring1][=Branch1][O-1][=N+1][O-1][Cl][Branch1][C][Ring2][O][Cl][#N][=N+1][=C][Ring2][O][Ring1][O][=O][F][=N+1][Branch1][SiH3][C][Ring1][N][Ring2][=C][SiH3][C][Ring1][Ring2][F][#N][Ring1][=O][#N][SiH3][=Branch1][Cl][Branch1][=Branch1][Ring1][C],-403.88739930249227,70.09694999999981
,,-403.88739930249227,70.09694999999981
N=C=O,[N][=C][=O][=Branch1][O][O-1][Cl][#N][Cl][SiH3][O-1][O][Ring2][Cl][SiH3][SiH3][N][C][Ring2][O][Cl][N][Ring2][=Branch1][#N][=N+1][=Branch1],-403.88739930249227,70.09694999999981
C[O-],[=C][O-1][F][F][=O][F][Branch1][=Branch1][Ring2][O][=Branch1][Ring1][Cl][Br][#N][=O][Br][N][SiH3][=Branch1],-403.88739930249227,70.09694999999981
O=C=O,[Branch1][=O][=C][=O][Branch1][=C][O],-403.88739930249227,70.09694999999981
C[O-],[C][O-1][Br][O-1][Cl],-403.88739930249227,70.09694999999981
,,-403.88739930249227,70.09694999999981
,,-403.88739930249227,70.09694999999981
[O-]F,[F][O-1][N][Br][C][=C][Cl][Ring1][Br][C][#N][F][F][=Branch1][Br][Ring1][#N][F][F][Br][#N][Br][=N+1][Cl][F][Ring2][O-1][=O][=Branch1][Branch1][=C][Cl][Br][=C][=Branch1][F][Ring2][Cl][N][N][=C][Br],-403.88739930249227,70.09694999999981
C#N,[Ring2][C][#N][#N][=O][SiH3][O][=N+1][O][C][N][C][=C][N][=Branch1][=N+1][SiH3][Ring2][O][F][N][SiH3][SiH3][C][C][C][Br][N][Branch1][F][=Branch1][=Branch1][SiH3][Cl][=O][Ring1][=C][Branch1][=Branch1][#N][=Branch1][Cl],-403.88739930249227,70.09694999999981
O,[Branch1][=Branch1][=O][=Branch1],-403.88739930249227,70.09694999999981
N#N,[Ring1][#N][#N][O-1][Br][#N][Br][=O][=N+1][=C][=C][Branch1][Ring2][Branch1][=Branch1][Cl][N][O-1][=Branch1][Br][=Branch1][SiH3][=O][O-1][O][=Branch1][C][N][Br][Ring2][#N][=Branch1][=O][Ring2][#N][O][F][Branch1][C][O-1][=C],-403.88739930249227,70.09694999999981
C=C=O,[=C][=C][=O][=O][=Branch1][Branch1][Cl][O],-403.88739930249227,70.09694999999981
Cl,[Cl],-403.88739930249227,70.09694999999981
C=O,[C][=O][=C][O][SiH3][=Branch1][Cl][=Branch1][=O][Br][Ring2][N][F][=Branch1][O][=N+1][F][C][O][C][C][Br][N][O][=C][SiH3][=C][#N][=Branch1][Ring1][Br][#N][Ring2][Cl][Br][Cl][O-1][=O][C][F][Ring2][C][N][SiH3][O-1],-403.88739930249227,70.09694999999981
CO,[C][Ring2][Ring1][Cl][=Branch1][SiH3][O][Ring2][=Branch1][SiH3][O-1][Branch1],-403.88739930249227,70.09694999999981
F,[F][Ring1][SiH3][C][Cl][Ring1][SiH3][=Branch1][#N][=C][SiH3],-403.88739930249227,70.09694999999981
[N+]=O,[=Branch1][=N+1][=O][Branch1][Cl][=C][F][C][Ring1][=C][SiH3][Br][Br][Cl][Br][=O][=C][=O][=C][=N+1][C][O][=N+1][#N][SiH3][#N][=Branch1][Ring1],-403.88739930249227,70.09694999999981
C[O-],[=C][O-1][C][=C][=O][Cl],-403.88739930249227,70.09694999999981
NC=O,[=C][Branch1][SiH3][#N][=O][=C][C][=Branch1][O][C][N][Ring2][Ring1][Cl][SiH3][=N+1][Branch1][=N+1][=O][Branch1][O][Ring1][=Branch1][O][Branch1][O][N][F][Branch1][O][C][Branch1][F][N][Ring2][=C][SiH3][N][Cl][=O][SiH3][Ring1][Ring2][=Branch1][Ring2],-403.88739930249227,70.09694999999981
CO,[=C][O],-403.88739930249227,70.09694999999981
[O-]F,[O-1][F],-403.88739930249227,70.09694999999981
[N+][O-],[Branch1][=N+1][O-1][=O][Br][Ring1][Cl][=Branch1][C][=N+1][SiH3][SiH3][=C][Cl][=C][=N+1][F][SiH3][SiH3][=C][Br][C][Br][=C][Br],-403.88739930249227,70.09694999999981
[N+]=O,[=N+1][=O][SiH3][Ring1][=Branch1][=N+1][Ring2][=N+1][N][=Branch1][=N+1][Branch1][O][O-1][Ring1][O][Cl][SiH3][=Branch1][=C][C][Br][Br][Cl][C][=O][Ring2][Br][C][Branch1][Cl][Cl][=C][=N+1][=N+1][C][Br][#N][=O][=Branch1][Branch1][Ring1][Ring2],-403.88739930249227,70.09694999999981
[O-]Cl,[O-1][Cl][Cl][Ring1][=N+1][#N][=N+1][=C][=N+1][Branch1][Ring2][O-1][=O][=O][Ring1][O-1][Cl][Branch1][=Branch1][SiH3][SiH3][=C][Ring2][O][#N][Ring1][Branch1][Br][=C][O-1][C][Branch1][=C],-403.88739930249227,70.09694999999981
NOO,[=Branch1][N][O][Branch1][O][Ring2][C][=O][Br][SiH3][Cl][SiH3][C][=Branch1][=Branch1][O-1][=Branch1][#N][=N+1][#N][F][C][F][Ring2][=Branch1][Ring2][=N+1][Ring2][=C][O][N][N][=O][F][N][O][=N+1][#N][Br][N][=O][SiH3][Branch1][#N][Ring2][Ring1][N],-403.88739930249227,70.09694999999981
Cl,[Cl][Ring1],-403.88739930249227,70.09694999999981
C[N+],[=Branch1][=N+1][C],-403.88739930249227,70.09694999999981
NCl,[=Branch1][#N][Cl][Branch1][O-1][=C][=O][SiH3][N][C][SiH3][O][SiH3][Cl][Br][=O][Ring1][N][Ring1][=O][=N+1][SiH3][=C][=C][O][=C][O][SiH3][#N][Cl][O][=C][C][SiH3][Cl][C][=C][=Branch1][SiH3][#N][N][Branch1][Br],-403.88739930249227,70.09694999999981
COO[O-],[O-1][=O][O][C],-403.9873993024923,70.09694999999981
